label,content
0,Na dine rebak ayelis lehram
0,Yellis lahram elle reste toujours yellis lahram
0,Ilaq atenss ilkhervaa tagii
0,Comme on dit en kabile n3adine mbavem
0,Nik mok ayelis lahram vive la Kabylie vive la liberté
0,Thaghyoultttt va 
0,atan ubatar ni
0,Iharq dine rebie n bavak
0,Roh inaddin moualik a thaqjounte
0,Mazal ani outhemouth ara ta3gount agui
0,Wlh ar taghyult
0,Chaque une min elle se contredit ayaaaaa fissaaaaaa3 Elle me dégoûte Mazal Thevgha attidesker Awiyittyefakan attestaredhqaaaagh J'en peux plus d elle Prk elle existe ? 
0,Yakhi thaghioute yakhi
0,Amazal at commentine l3ibadh -_- f teqjounte ayi -_- peuple de merde aweldi
0,Mis lahram
0,Taqǧun ifuḥen
0,Mais thaghyoulte elle comprend rien
0,Roh etemthet
0,Ayaghyuuuuul ketch ara yruhen ar la poubelle oui
0,As-yegzem rebi ilsis da3wessu 
0,Ayalis lahram
0,Na dîné r3bi bavam sale arabe va au Yémen
0,In3al waldim achematha telawine
0,Oughal ar sene3am ar la3teya dhina tu es fort
0,mana agheyoul iswa khiris
0,Ruh atefkedh rohi chofi aslek ya rekhisa aslek kbaylia w Algerie rahom ga3 kbayel rohi kri l'histoire y'a nekcha
0,Ahatchoun yamam
0,Attixportidh zit uzemmur negh dachou Roh anda atla3vedh rohLe peu de respect qu'ont avait pour toi iroh ayatehan 
0,snen dhigh aqarqor
0,Rouh in3al hetchoun yemam al kehba
0,Aghyoul bou mezoughen
0,Inaaddon rebbi n babam a zzayla Au moins lui il n'était pas musulmans mais il aimait sa patrie
0,Thamzigheth Thella ayliss netkebouuuult
0,a taghyult ***** hmara
0,Atidas thakrihth au diable elle et farhath aharki
0,Adikhlou rabi akhamis akevayeli ourenessara nif adirouh adinadi feyimanis
0,Inadine yemam grosse Salope
0,Dine nbaavame yellis ouharkiw
0,dhaghyoul achoth a3ni
0,La9bayal dirgazan machi am konwi alkhonthath
0,Yawadi nik ymam aken Qaran iQbayliyine Amtag daGmi ayhoooooooh
0,Inadine imawlanimes a la put
0,atharyoulthe merd
0,Rebbi kan thassemth barkakem !!!!!
0,Re ayaghyoul
0,Atnoukam île kanoune
0,Ina3l d'un rebi n bavam a yelis lehram;a thaqjout
0,Ina3l waldim athafouassth(vache)
0,tharwiii fellamm !!!!!!!
0,Ta rien dans ta tête ; tagheyoulet
0,.... en plus tu dis salam alikoume alkhamdja adhiselemmme fellemme oukjounne amklouve Inchalah alkhamdja
0,Rouhhhh inadinn racam kemii sthe3ravthimm
0,wallah thadrawcham kanwi ikafkan l'kima ithmafont am thaki
0,Rouh atefkhadh rouh
0,Nik hetchoune rebbi bavam
0,Kalba tkjount .inadin djadam. Inadin bavam .inadin yamam à ylis lahram . Inadin oujadirim am lar
0,Kach daghyoul ayaghyoul......adkach arandhaggggar ar la pou belle
0,Nik hechon ymam
0,Rouh; ina3 din Bavam a thaghyoulte; hadouke li y chebhouke rahoume fel kouri
0,Athashawis wasyakhoune outhoufi ara
0,Ahchoun ymam
0,Nik htchon yamam li waldatek 9ahba
0,Hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh maskint zigh elle est malade ihwayagh kan hhhhhhhhhh wlh aydsadhs roh attafkedh athinath roh tfuuu nal zri3a gmam 
0,in3al din babam atafonasth n wakdhar
0,Inadin arassa ga3raven dhedin imawlanim
0,voukhouzith les kabyles ne sont pas des khoubsiste
0,An3al ahjoun nyemam alkhba ta3tyth
0,Amkaniss dhi lizigou
0,Vraiment vous ete un chienne tflou in3adin yemam
0,Assenger yemam
0,Nike yemam
0,Nagh theghyolt roh fimanim athekbezth aghrom le3bath arnqm the s piche khem thehderth hachem takbayilith tilfthe
0,Uur zerigh ma tu es malade ur zerigh ma taghyult ithelid (aghyul yifikem ya3ni t mérite même pas amensmi s yismis ) ared d lebalim leqvayel ifnkem s wachehal et c dur dur vrm dur pour que atilid a la hauteur Matoub c un homme un vrais homme machi am hlima ni inem ur nes3i un gramme tirugza ruh a yeli ruh fihel mansulid ak laselim d lechghalim leqvayel va3dnekem aken yev3ed igeni f leqa3a
0,khkhkheeeeekkkkk ttttttfffffooouuuu felam sale raciste inealdin babam
0,rouh ne3l hechoun yemam el 9ehb ou nik hechoin yemak ya ne9ch
0,Roger atefkedhe aqarkorik.ayazguer thekoune yegheyale
0,Mazal at sellem i taghyul aggi hhhh
0,Ina3din bavam din yimama yalis lahram amo qaqahan à thgyult
0,Tsakhnam a naima
0,Hhhhhhhhhhhhhhhh tssen l3ard teghyult agi
0,Thagui d la couleur n wuridh
0,S '''takhnas''' il peut exterminer même la planète...
0,atseyn3el rabi nchallah thilefth lakhla
0,Awar damtawed iwaken adteghred tazight a taghyoult din yemmam
0,Tame3funet kemi ur s3it ara vavam
0,Echah aylis lahram D da3wso n farhat mheni idyefghen
0,Lmohim matamothat Nchlh akmatant lif3ath
0,Nik yemam à la pute
0,Allah laterabhak; a yudam yizane ! Kemmi adessiwedhadh Dda elmulud ath maamar
0,Chah atafonast 
0,Thafounasthe oumarkanti issemis naima falhi
0,dine bavame
0,tkhadmam ass la pub ilkahba agui
0,Izane chienne
0,ayen dhigh idetspartagim encore les videos ouqezoum aki.yak nenad il ne faut pas la rendre célèbre par thighyoulith ynes
0,Thakarkor thabouche
0,Tfouuuuh Alik nik Hachoune Yemmame !!
0,Awar th3ach. ..
0,Dégage athaghyoult 
0,Amdifek rabi thahabes dhi thoghmasthe thayedh sadaw yiles anhani izdhihim
0,Tsaboumbouts el gaz
0,Izane à saloha
0,Rouh attefked lqahba
0,Pût Bla bla bla Vtfr Taghyouuult
0,Nike yemammm elkhba
0,Ames laherame
0,din arbi n babam atahramt
0,rouh nadin arassa n bavam à yellis lahram à thakdjountt il faut savoir que les kabyle ne parle mm pas de toi et la majorité te connais mm pas ya lakhra et toi tt la journée tu parle sur nous alors j veux te dire les kabyle si ta bête noir px être quand tu entend le mot kabyle ou AMAZIGH tu fait pipi sans faire attention ya elkhamdja .
0,In3el hechoun enti3 arasam
0,C'est un niveau intellectuel des Salopes qui introduise comme un virus contagieux dans notre société!celle la dawal tchmamth yissiglafin am thaqjut our is3in ahkim
0,rouh amtyafk rbbi dg zagour amu zagour
0,Ina3din rebbi n bava-m; d ddin rebbi yemma-m; d ddin rebbi ntfamilt-im; à l9ehba;à yell-is n l9ehba
0,AK midase teqrihte y'a lbegra
0,Taghyoulte parle feghyoule
0,roh roh athafounasth athesnathi felam les toilette aysa9say felam regime
0,Yir amdan hder na qim Yir aghyoul nje3 na qim 
0,Ech izan
0,Dine baveme ya benete laherame
0,Dhahachon yumam
0,nik hchon yemam cava ya aka
0,Hhhhh aghyol akhiriss
0,Thkhedmemtt dechghel ttuth lhem akw nittu
0,Ina3edin rabi mebavame sekamm sewa3eravan anda lan vive tamazighethe ta9erawha meblla rabbi
0,Tagheyoulete rien a dire
0,Inaal dine nbavam et dine guemam athakjount thafouhant.
0,Nadin babam aldjifa ournswi 
0,Roh yen3al arasa enem ataghyolt ayelis lahram
0,Tfouhh inadine rabbime kahba..sale pute..Une prostitué a bois de Boulogne est mille fois mieux que toi .
0,Roh atsafkadh a Al-Qahba ! Vive FERHAT le MAK ANAVAD et la Kabylie libre et indépendante !
0,Kem ttaydit nsen .nasnikem.
0,Roh na3adin jadim
0,Ahya Thaghyoult yettmenyik af dine nwen g la chanson agi
0,Je l'insulte pas awer t3ach.....yifiss ougoudou.....la poubelle
0,rouh ina3edi bavam ANA3ima gizzan
0,Ayliss lahrame; en fin yiliss lahrame kheir menak
0,Techavid amordeusse amayla athe3limdara kechi ikmothene afarhathe
0,Yn3el hchun gmam kim kem ki win yqimn zadthm nik mok ga3
0,Bela3l e3nayamOuthrchvihedh ourthemlihedh ourthevhidh Ourthes3idh riha nttemetoth
0,Syamam atamouhant fahmit nakim
0,Fuck you Inadine yemame athaghyoult
0,Ahar9din babak athaghyoult
0,dahchon oukhozidh oufamiy imawlanik
0,An3din ratsam à thaghyoult
0,Thaghyulltt ; tffouuu
0,Nik hechoun yemam
0,Roh nik hatchoun yemama yal qahba
0,A dig rebbi attnegred athafounasth
0,Ahya thaghyoulte
0,Hchoun ymam atoba
0,Akmidas taqrihtttt
0,Tfooh à thaghatte ithrahonne
0,Troh attefk snattat adyelis ak tta3ravt ines
0,elle a raison c est un lache halouf fayah miss lahram
0,nik babam
0,Thakdjount yelis an banou hilal; ilak atemzel . chkoun ba3thek yal kelba
0,Ya omri ya omri lukan akmtfen wacharniw
0,pefffffffffffffffffffffff ruh akin wekhar sinna at sewesekhedh anay negh
0,Nike yimame
0,Rouh inad ymame aylisse net3atart
0,arwah garthaki ahthar ma thargaz ithalith
0,Rouh inadin yemam
0,Yelis lehram thacheyet en boteffff amyargazen Aka athmthedh
0,Adhigrebbi themskfam !
0,Yemat yemmam
0,T'es une descendante du Diable. Akmikhzourebi. Vive Matoub vive Ferhath et vive la Kabylie
0,na3ima thaghyoulett
0,ataydit tfoh a3lik made ki tamttoot
0,adyass ouassim ahakane.
0,Naima gizane hachakoum je la déteste grave
0,Nik mokkkk yal9ahba tfouuuuuuuuuuuuuuuu dgem ata3etayyth
0,Dhaqerrouy tfounesth sagren lewhouch
0,Aaaaroh atafkadh akonidhim
0,Khechini machi neghAyaghlou amokrane
0,Roh ateQwdet S kemi s te3rabethiw A La pute ... 
0,Thafounasth ;thaasbant;thabkhssisth
0,Rouh ina3din bavaam.al9ahba thafouhant ina3din nta3ravthawan ayaraw n 9ouraych
0,Nik yematyemam alqehbaa
0,Ruh chof yamak thaghyolat amkham tasnadh la politique dakhonwi edakhlan thamorth ala3wayer
0,Athgyoult w demim elfouha
0,Rouh atsefkath a tha atayth
0,Saha i dounith iggefkan lehkoum i thelghoumt !!!
0,Hhh welah yasidh taghyoult thagui awdi
0,Thaghyoutaki amine idharguene thala iwakene advine
0,Inadine enzariaa narassame ayiraven gizane
0,Tagheridh tura kem aledjifa ruh attewalidh tifinagh a tqgheyultttt a tileft Hhhhh ukked lhimar yeqimen ttamas asetinidh dagegam
0,Akmidas theqrihth
0,Conasse yelisse ouharki
0,Taqjount en chaleur
0,vavas ou sardoun daghyoul cette individus damatak am naima
0,Yemam isahikmid atthadrad af mouloud m3amri at mamer damazigh ahaqi kem dacukam tabhimt tafuhat 
0,Dayen kan itagheyolttt mechki thepedh anida adivan elhaq thezram uk lezayer tamazigheth machi ta3erbobeth dkem ideljahla thenkredh lasslim athaghyoltt
0,Atmenidh atsetewtedh soumayguiri sakhenfouche yire e zerra
0,Même pas othesindra atehdradh atheghyoult
0,Soukerkourime kaida purée c'est quoi ces spécimens
0,Ihrak dine bavame yalkhamadj
0,Ttttttfffffuuuuuhhhhh alaquhba nik mok hchun yumam
0,Oui d ilis lehram
0,Tha3ravthe oukithoune mdrrrr
0,A takjount nwa3ravan
0,Amyfk rabi boussttarttar
0,DHIZZANE ATHAGHYOULTH
0,aaa thaqjunt.yiwdhed w ass im ula dh khem
0,Athaghyoult aller vous faire feutre
0,Akmikess rebi nchallah
0,Ahya rebi roh nik yemam
0,Achooo lhaaamooo ikidibdhaaan ayagroood mathekhosiiik ttarvgaa akett3awdaaa aucun problème m avec ma façon donc ttebalaaak imaniiik c nn atteghliiidh thouraa Vatanen syaaagiiii...
0,Adine bavam ayeliss lahram kem tattvanat tafghat iyvardan ataqjout
0,Ketch ya raca khoubatha widhek ourasaine asal ni dine vous êtes un monque unrien toi est est à race niharquiw ane
0,Maliche nessath..!awaghyoul ina bargazisss ameghyoul arrrrrr
0,A3rab ahraymi hhhhh
0,Yen3el ttarmat n okhozidh yemam aylis n l9ahba
0,Awarthawad adachvou dithdounasthe
0,Hhhhhhh yakhi taqejoint akhi
0,Neki dakvayli akdinigh roh atsekhradh
0,Yelliss lehram
0,Rohh in3din rebi bavam din jedim ne jedim a dhe geyoutigh rebimm tefouuuu
0,Hemara tagheyoulet
0,Ayizan balak dwidak akhirim tu as même pas le niveau de parler sur Matoub et par rapport à l'Islam il a le droit de choisir c'est son choix . oqba oui c'était un ennemie . Les Arabes ils ont pas la place en Algérie car l'Algérie n'est pas arabe et c'est l'histoire qui dit ça les ignorants le savent c'est malheureux . vive Imazighen (adyerhem rebi widen yemuten fellas et et le combat continue )
0,Yarhem babak barka si thaghyoulith agui
0,Ruh attefkat taxnam a na3ima muqarqur
0,Tha9jout ate9im ta9jout
0,Roh attefkedh skem s yizanim voila
0,Aghyul akhris
0,Hmara kelba thaghyeult thkjunt
0,Rouh atefkedh
0,Roh attla3vedh ataghyult
0,ROUH IN HARK DIN REBBI GUEMMAM L OREILLETTE DANS LAQUELLE TU PARLE C UN JUIF QUI L A INVENTER A DIN YEMMAM LE MONTEAU QUE TU PORTE YA DIN RABBAK SI CE N ETAIT UN EUROPEN TU SERAIS NUE OU AVEC UN BOUT DE TISSU OU UNE PEAU DE CHEVRE .. RETOURNE A TA COISFFURE IL PARET QUE TU EXELLES DANS PAS MAL DE CHOSES
0,Nik hachoun yemmam y’a qahba taa le système
0,ou thivsselte yarkane
0,Taghyult va 
0,Oui dlqhba tamqrat awid anqooooo
0,Na3din rebinewan ose3oth anif alekevayal .......... Lek.... Am thaki tharamets dhecheghal . Ayegher ne3anewa itsichaweran . Ats te3aleman bela kesam nesan . Ma dh tsamesalayeth aki n ledjanath ats khaman i ....... Voila
0,Rohhh nik yemame à la pute
0,mais dyellis oumadagh kemini aaaaa
0,N3addin guemmam a thaghyoult
0,wagui daghyoul itetten di tvardass
0,Tfou athaghyoult
0,Ina3ldine yamak à thaghyoulte
0,Agheyoul youfikem
0,Roh atkhrad
0,Naadin ebaaraven; naadin en bavam
0,Uth s3i ara lqa3 akem ikhzu rebbi ayir lkalita
0,Roh amdifk arebi thimisth arparporthim ala tviv amazigh ma yoperikem....
0,Akyoull tafounaisse 
0,thafounasth bagra la vache hakda ga3 ifahmou
0,A tafunast wer nettezeg bella3
0,Thessnedh din rebi guemakh à miss tekjout amiss n bekhta
0,A snanam a .... Fihel ma kmleghd la race pourie
0,Din mouk a thaghyoulte
0,naima thakhnam ifukamtt Saïd boutef
0,Akemidas thakrihth
0,Kamini ttaghyoult goughyal ahliss nal3ar ; kamini ak dal3ar dathmathan .fille de batare .
0,Wlhr ahath ayen ithwthet dabouch ma youthith le conel amirouche d cartouche
0,Roh atkewdet roh
0,Stak nam
0,Ahtchoun yamame 3ouse takhnam a la pute
0,Vas te faire kaka Athagheyolet dine sewasel mebavam
0,Wlh ar dessah dyarr lqahba
0,boutef rah fe zebi wenti directe lebordelle ina3el hechoun yemam
0,Zora Zora hhhh daghyoul hhhh taxi
0,Mzelikm alkhba
0,Ahtchoun yamame 3ouse takhnam a la pute
0,D kec iglaq andheggar ar la poubelle
0,Akmiyekes rebi a sal race
0,Wlah taghyoult
0,Roh ina3din zeri3am ak a...z
0,Nek s_ghuri asinigh wellah haca t_llaqam srimma ak t_bardda à ttaghyult t_fuuuuuh felam à yellis uharkki
0,yilis nlahram
0,Na3dim bavam
0,Akh erfed yes anain inek
0,Yehre9 din rasem atheghyuuult tfuuuuuhhh 3lik yelbegra
0,roh nik ymame adrya ndifire
0,In3adinne mbavasse jusqu'à la mort connasse
0,Ttawil af langue n medden ayaqezvul uttetesinedh ara uheddar ara syes
0,ina3diiine Yemame -_-
0,Ma 3endhach din bavam ma 3endhach din yemmam à thafunasth à thagyultt
0,Kahba nik ymam
0,Thaghyoult tha3ravth thasemmamth 
0,Lukan atafagh zdati atggigh
0,Yemat yemak as ndhegar thi la poubelle
0,Din rabi bavam ayalis lahram
0,taghyoult din bavam yir zeri3a; ta pas honte; tu es sans principe; matehachmich tehadri 3la dadak tfouuuu
0,Roh atafkadh
0,An3din rebi bavam
0,In3din babam athagyoulte athafouhante alkhamja
0,Ihrak rassa nbavam
0,Meskinte thaghyoult agi pour quoi elle parle pas de son boutef
0,Akniddas theqrihth a yir tharwa n ezmanagui deg idenegra
0,Ahyaa thaghyult
0,Tayi une famme de l'argent en plus c'est une pute tfohant tagheyult yalis lahram dija amise oga3lim ara d manho id vavase nesah tura teqar olache tamazighethe ibah la longe tamazighethe itamanzuthe f ta3ravthe a tafohant roh gherr atarikhe atazrat manho idimanza a dunithe di3raven naghe dimazighan tffffuuuuuuu a yar arasa
0,Nik hechon yemam
0,Nike hachoun yamam alkahba
0,Inaghd sah thura anwa aqvayli yagi im thisarsen defir ukmikhelsara imi delhidh yidnagh. Thhedredh AF rejla kem argazim denaqch a la3wayar
0,Achou dhaghyoula: c'est quoi cet ane
0,Dhahachon yumam
0,Awedi ruh qowed
0,Nike takhname alkahba
0,Inadin sellahim athagheyult viv talaabib
0,Dine bavam 3nighe idiwin lestiqlale itenwide arasa te3 lkelba ye3ni lkelba kEr menek
0,Tteghyoulte echou imdebi theravthe rouh ettegkedh elkahba
0,Ruh atekhsadh tizit thaghyoult wlh je la déteste 
0,Nike yimame
0,Na3eddine jeddim et toute ta race Tu es une ignorante mais surtout une Criminelle !
0,Ne3aduiin 9asamuim. Ayaaahvouuul tefou ne3aaaduiin rabuuiim
0,Lokan am neki ateruh atefek na3edin jedis normalement ateqiredh aqemochis iwaken à demeselay af lqebayel nagh da lemoloud
0,Tighyoulith en HD !!
0,A nik yemam rouh atefkedh. Kif nti ki la3reb ta3koum
0,Akmikess rebbi
0,Tfouh tfouh athakjounte
0,reyah tranquil a naima nagh ame charguen thacharmimth etch lekouthim madak thaghefel daawa
0,Nadin bavam ataghyoult araiha itrahen tamazight khir ou kadoumim ataghyoult nous les Berbères anaraz wala naknou mais lemeskhra amkemini toujours tekanoud et asa azezka tamazight tela tela
0,Aya nik yemak mazalits athehedar la pute aki
0,Ouuuuhh a ddin rebb; txeddmem-as l'importance i teghyult yecvan tagii;; anfet-as attehder; tixret-agh ii temsal-agii; #Vive_Jsk 
0,Adghioul afouhane
0,Rouh sakhamim a ziela oulech wimisslan tfouuuuuu .... Ikhzik
0,Toufouooooh amiss lahram
0,Dghyul ihder
0,Anntaaaa thagheyult agui ?!?
0,Ayelis n lehram dine les arabes
0,Roh Att feketh akarkorek
0,Thagui deyer tha9junte ulach isidisahene elle veut juste faire des problèmes entre nous sale ........?
0,sthekhnaaam hhhhhhhh
0,Adhkhechi arayrohen ar la poubelle
0,akmides thekrihth
0,Tefouh fellam tu es une conne
0,Encore !! Ilaqas lmuth tay yena pas d'autre solutions
0,ROUH ATSAKHRADH
0,Inaddin gemmat yemmas
0,ughtezmiredh ara khass qim gmekkan im a thaghyult
0,Tayi idihaderane tagheyoulete
0,Akkkka y d aqduuuuum!!  A d l3alii  En tt cas Rrrrrrrrruh at ksedh kemm aked mamam 
0,Izan awdi
0,Souhachon yamam al9ahba vive thamazighth vive la kabyle surtout L'Algerie
0,Tadi dine babak w yn3el dine wajhek y'a thaghyoult y'a thamatte y'a yizane
0,rouh atezanzadhe thivaghewa ge souqe wassi rouhak oumba3eda douri le cha3eb
0,Roh à thaghyoult roh j sais pas qsq vous avez dans votre tête 
0,Yeliss lahram thaghyulth thafounassth...
0,connasse dinrassam connasse
0,Ikhossetss khera....
0,Ahya lmal
0,Nik hechoune yemame heta lmaka y'a kahba bénte kahba
0,Nekni nezra izouran nnagh dacuten. Nadi keccini fizouranik Ayaserdun
0,Aken akhir; tikhras atemeth 
0,kem d yellis n la agentdaremerie tettvaned . khdmen lvatel d'i tma3founin am kem d'i tmurt n lqvayel
0,athaghyult va investir dans la pornographie tu vas faire fortune avec ton corps
0,Ferme t'a gueule ataryoulte
0,Ahyaaa l9ahbaa aken ken dal-9ahbaa arwah a bgayet atzraath tasneuth nik ta mère tarwiith bien aQadous et hachakoum
0,thaghyoult am thaki ell fait de politique ;c honteux
0,Athagyoult rouh avec ton 3roubi ramène lui 03 autres esclaves comme toi et ta geuuuuuuule
0,Na3ima le3riiiiiiiiitha . Tha9jountt
0,Mais dhaghyole kechin
0,Rouh ana dine tsraka imaw l'anim aylis bouaraba
0,vraiment Tghyoult
0,Poudh'mim thaqvaylith ayakhnfouch taghyoulte
0,Thekeche ayrouhen la poubal
0,Rouh atafkad 
0,Anadine yemam
0,din yemas i le mak agi gizann
0,taɣyult i nekkern laṣli-is
0,هههههtargigi tora aya tafonast hhhhh
0,Roh nik yemame
0,In3al ajadar naratsa mbavam almadjnouna
0,Ooooh mais elle ferme pas ça geule🤢amdifk Rabi thoughmasthe thimhaouesth
0,Y'a lis laharam
0,Saghioulet tout simplement
0,dayen a na3ima tesgavedh na3ma dayen taqjount tafouhant dtakwafourt itellidh nagh tetthelbed tevghid amdchey3en ghar tiliv amefken idrimen ahh d ttouba idettvinidh
0,roh din bavam ma tes3id ataqjunt ;la kabylie est au dessus de tout
0,rouh nek hechoun yemaam alxhba madkem ayeslhoun imazikhn rou mouxy eraben toukhaled arekhournakh alxehaba
0,mais dyellis oumadagh kemini aaaaa
0,yakhi thaghyoult;;;;;hmara
0,Ihrak dine bavas
0,Roh atzemrad alkelbba
0,Salle conne A3endehache lherouf a thagheyoulte
0,Aghyoul vaaaaa
0,Akmidess nhaya ataghyoult
0,An3adin bavam
0,Yellis lahram
0,Dacu i ilaqen iw pitbull am Kemmi ihi
0,wa yaghyoul khetch simanikh machi dargez je suis kabyle et fière de l'être se ne'st pas un batare comme toi qui va diviser l'Algérie tu ne devrez mÍme pas parler qim goumkanikh akhirakh wala adanoudh lhamikh yal qahba yar khis va te faire foutre yal MAK Ta3 zebi on nest tous des algérien on ne le restera toujours que sa soit kabyle ou arabe on fait partie du mÈme pays yal 3atay
0,Hhh vraiment Comme d'hbtd ttaghyolt
0,Yella abujara ittequ ula tyuzat
0,Aheyakem à tagheyult mi ara dehedred af Matoub illa9 ad refdhedh adharim ayir arrassa
0,Zayla am kemini ur medsah ara tmazight attehdred
0,Asangare yamame ikmidisane
0,Nik hachoune yamam salle pitass
0,wlach dachou aradnini alah ghalev aghyoul daghyoul
0,Tt simplement taghyult
0,Syemam thsahamd
0,Rouuh inadinnn jedimmm chahhh nique lehkemnwenn inadinn rebimm
0,Tamazight khir ta3ravt nwen ayughyel
0,Eneghits ehe!!
0,Nik yematwen lwenas dizem negh maealit deg oulawen negh ou mazal SOUTIS AD YEBA3ZAQ WA ZDESLEM ayaraw lehram
0,Eth laqam esrima ni egeghyal athaghyoulth
0,dizane atagyoulte
0,Nike rabi babam
0,Tefouu aylis lahram
0,Rouhe atafkate taghname
0,In3edin babam taghayult
0,Tabatart tfouh
0,Ro7 asfkdhe
0,Mazl outha3yara tha9jount agui il9as un pitboulattisenchaw am laviand ache apre attenthaguer iya9djane
0,Ferme ta gueule kalba yellis lahram hhhhhh
0,Aghyoul ineker lasliss
0,Ihark din yemame yalehmara. Teji. Daltek
0,Naima Taghyoult Hacha Tafounest
0,Arno sera3ra3 ahalet amdeslen ayar chethela
0,Aminiɣ kan ṛuḥ inεal ḥeččun yemmam ḍaya kan a lqaḥba a yellis lqaḥba
0,Wlah ar me9ewdin kenwi l9ehba am thaki ttharamas azal
0,Loughat nouhechoun yemmammm alqahba ta3ravt toughal d la langue mondiale déjà alqahba machi même pas tta3ravt ithedrem thedrem darija i3ravenn nesssah wlh ma fehmen awal g wayen ithedrem ayihdad tnekrem laqsel nwen trouhem tetthettimem imanenwen ar ye3raven bond de fils de pute
0,Stharziss midhi dchouva aghyoul
0,dine arasa n bavam atha9jounte a la coifeuse
0,ina3din yemak ayliss lehram
0,s yemmam ataydit imazighen assa azekka bghut nagh qqimet lezzayer Tamazight
0,N3al dine nbavas nbavam wdine nbavas yimem sal merde.
0,Iherqdinnn Baba m iherqdinnn Jedimm Iherqdinnn i ta3rabth inemmmmm In3dinnnn Rassa nwen de A Jusqu'à Z... Ooooh chich vient a tizi... Wlh Ar wlh wlh Ar j vais t arracher ta Langue de merde Dinnnn Babammm A yelis lehrammm.... Ouktttttttttt J ai laaa rage incroyable.... Wlh on va te tuer iherqdinnn jedimmmmm a yellis n taghyoult... La dernière race au monde la langue des crapauds in3din baba mmmmm merdeeeee
0,Aghul is3a lfeyda thayi ulach aghyul akhiris
0,Riuh ad ytafkadh
0,Talghumt ;aghssemhan ilughmen mahussen twatuchin
0,Y'a misse lahram
0,Naadin jeddim; ya lkelba !!ils vont commencer par une pourriture comme toi d abord ya wehed elle khamja!!!
0,Ina3al Vavas nbavam ayalis lhram tafoooooo
0,roh a thghyoult lkvayel di rgazen
0,Quand sa vient de si bas;on tire la chasse;donc n3el dine yemass
0,Wellah ma yellaq attetchbhem ar zayela machi budhemis; ghurnagh zayela teswa yiss itevna la kabylie;;;;;;d zevel hachakum 
0,Rouh inadine arebi nbavem qui toi qui ton arabe de merde sale pute
0,Aweddi wagi qui la partager darav ayarav afouhn a ddarya llahram. Vive imazighn o vive Matoub lounes
0,Akemyedj Rabi thezzzayla à vie
0,Yelis lahram une salle pute
0,Ahtchune yemmam
0,Yellis lahrem
0,Din Vavam ouii
0,Dine babam thaghyoulte.... himaraaaaaa
0,Arohe atifkade alisse lahram
0,As thagbaylith atagyoult hachathoun
0,tfuh tfuh a tafuhant ukamuc ruh akin
0,adsodnaghe aghyoul wala akmazraghe athafohate akhatar aghyoul iaawan lakabyli yarna lokan ihadar waghyoul athihraz rabi akmigar daw idarnis ala petas
0,Bela3e athakjounte
0,Atteruh attef...
0,A la pute Viv matoub et din jadkoume kunwi yuk les arabes anda matalam
0,Tfouuuuuh athaghyoulte va pitas 3aaaaaq y'a eldjiffa yakhezik
0,Nik hetchoun yemmam
0,fffffff tettrihid d lizigo
0,Ahya na3ima nvarkoukkess
0,Iẓẓan d iẓẓan ur ziren ad illin d ayen niḍen ;wid d naɛimatun neɣ ncemsu neɣ nlbaɣdadi
0,syemmam ayellis llahramm ursfujjugh ara deg irawal akminfedenn
0,Ayyyyyy timaslahth akam kemmi adissiwadh tifedante nídda lounes !
0,Hhhh MDR mazal thagui athettharis imanis thamattuth thadarwache mazal mouh adighani
0,Oublégé ilak anteghare thikouhbent akhatar arawisse lahram
0,D yir meṭṭu yesεan yir qerru d yir qemmu. IPISITU.
0,Dine bavam aqjun ayeli S n H
0,ahya lqahba ahh tezewaredhaghed kem atmourtha ahh issouhkmid wawal flanagh ahhh rouh azemane rouh
0,Aya ruh at fkedh en toute liberté d'expression.
0,Yalis.lahram
0,Adhikess akhouzidhim
0,Arrr a thaghyoult arrrrr
0,Taghyult pffff
0,Asikes rebiii
0,Qehba nik mok ahchun yemmam akmetfen ifasniw
0,Taghyout bezaf flam . Rouhi tlaabi blkha .
0,Thvaned belli yemmam yiweth ; ma d vavam 40  ###### Tahar Belkacemi
0,Jdem bavass nbavam atafounast gizzan. Imazighen . Imazighen.
0,Dine zari3am
0,Ljifa hacha sm3in
0,Ina3l dine babam athaghyulte
0,nik yemas
0,d sehab n raya ihina imisofghen fransa ataqjount aylis lahram
0,Adhiroh adhidreg fimanis
0,dine jedim ya lahmara
0,Ya ben3ami thaghyouuult agi iww
0,Nifikame ataghyoulte..ah pardon matafahmihach hmara....diri mafik
0,araoh atsafkadh
0,Akmidass theqrihth a tafunasth 
0,Inaaadin rassam atagheyoult
0,l'mel ta3aggount; l'mel ouffaggou; l'mel oudaynine; d'el meeeeellll
0,Din yemam athagyoult rajlek makadertihch dirtih ki lkala yarkhissa nti konti bekri mateswaych d'Oka zama
0,In3al din rebi bavam a naima salle rasse
0,yakhi taghioulte yakhi
0,Athaqdjunt seghlef art3yodh atsusmadh
0,Ecc aqarruk !!!
0,la caravane passe les chiens aboient. Takedjountttt tafohanttttt
0,Ch3ar ayefghen aka aranekim d les esclaves
0,D yemmam a taqjout in3el waldiiiiik a yellis llehram tfooooh essek .. Ayir ska ayahouli balala 
0,Akli Touabi adhegkagh akoudh oultmak aya3tay
