label,content
1,Nagh arebi idettnulfun😝
1,Oui dounith agui oulach laman
1,Vive imazighen
1,Svah elkhir darvah ass amarvuh yechuren delfuruh nchallah
1,S3idh zhar 8 mois kan ikfa lekdhev efrah fimanik thmen3edh
1,Amiwahma ayghar d3awi agui uk;anissa la gentillesse agui. zigh ss'masselaha😑
1,Shadhar imanim
1,Sthaghzi lamrim
1,Nechalah atidafedMa ur tidufidh ara ur refara ayen iketeven kan ara yilin
1,Lhdour agi inassthent i netath blk atoghalm
1,####### Waw ! Lihaless thetsou ghadh adhidhoul lewaqth..😜
1,##### Awa Ivan felak akka tiragakk mekhalfa
1,###### Thanmirthik ha3tik Saha
1,###### muqel gher thdla3th agi
1,Thesefchaledh gravement 
1,🤦♀️ ixarvas le programme remdhan agi ; atughal ata3yu : sver swit 😁
1,J'aime a khdhamghakthide a chvah ouzrighara 
1,Asrohant isnathh iwakii
1,aghthes3eddi yeth3essarth ... la preuve zwadjis gidhelli yessa3yats dhaymi th3ettel assa udekirara 
1,Nrml daya ylan nk n lavhr à kho
1,Yela Rebi yidek agma thadar imanik ❤
1,nekni mazal mm po nefuk leqeraya
1,Aki-hrez Rebi Nchallah
1,Thamdith igarzen
1,Hader atewted s tit tura 
1,yervah a dada
1,Dagui ghurnagh ✌
1,Winna d asigna a yachrik
1,Zik machi tura
1,Tanmirtik agmathnagh
1,Svah elkhir
1,mzl chit i lmouden ukitefegh ara la3qel
1,Astheplassidh aqaro adyafeg 😄
1,Ziiigh atas id sedhsayedh a kouss 😂😂😂 machi ala nek
1,Foudhen ath wakvu
1,Ayasmi ther3edh ourthewith; 3amayen ourdeghlu thighith :D adonith khemagh l'arrêt ar zdhath nni kan dhi la3nayam
1,Akhamis ur syazmir ldjame3 itfas amezir
1,win di3eddan adihdar s Yissem n Laqbayel !
1,Ayen ighidherane drussag 
1,ayachkise
1,Khas kes alnim f les commentaire is Mulac adyeduu l3emrim ayah🙂C mon ptit ami waki😉
1,Qaren_as etheri maci d awal
1,Kem uyithchokidhara akken iyichokine wigui idikhedhmen j’adore
1,thechvheth am theziri😘
1,Awandifak rabi arvah nchalah
1,En fin ouffighd yiwen yennad la vérité
1,Ula manasghimi kan deg uxxam unsafagh ara akken ughantajim ara anuzzam akken ilaq ugadath rebbi 😴
1,###### saha apres asinigh ad waligh amek
1,thaqchichth outhesshelilara AwardyoughalAla idharnisNessa yedjakem s˚rement youfad thayedhOula kem roh assaghredh afimanim 3ich dounithim Anfas inessa un jour adinadhi felam sthefthilt j'amai akmidyaf
1,akn tes3a ser lahibarek
1,Achou imaniw ozemiragh ara adarnogh lhem tagui wlah atak saha
1,hagui thugarithent ak hhhhhhhh thenayassent 3eddimt atteqimemt hhhhhhhhhh
1,akmiharez rebi anchalah wakmi3ouz dhisseham
1,Suite suite hhhhh izirmaniw qarhniyi .louzagh
1,###### hhhh arju ajem3agh thagi i se3igh mulach atetawi atetefk batel aak 😂😂
1,Chwi mid nnidt nwigh d netta ayagui harssen akk ikka imaniss
1,Nekki Ur ttugh ara Dachu ige3adan fellanagh vive Mak vive ferhat mehenni
1,Allah yerhem chouhada. Fellak ye3fou rebbi a si 3mirouçhe.
1,###### nek zrigh athehedredh sthesmiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiine
1,Mi thela zdathek i kech acho thelidh athkhedmedh la3naya rebi
1,Nk walagh une garçon hhhh
1,Aken ayouliwasse akisbi3adh rabi 3intou t hadher imanik ami
1,mkoul yiwen yekar dhnek igelhane
1,Thin ounevghi ara atssareth atkim i la cité
1,“###### Aqli khamghd yiwan n spott ( " لا تكن بوقوقو ") 🤣🤣🤣
1,Akya3fe rebi ady9awe rebi ti mitalike
1,Thikhssi didamnis iteyenghane
1,Anfas iwergaz trankil ayezwedj
1,Thanmirthik aya salway
1,Hhhhhhhhhh ilha s ch3er hhhh rnuyas chuya ughebar chith
1,TAƐWUJ DUNIT.... À SIƐQA REBI 
1,bla mziya agma
1,Ak qaren leqvayel aka leqvayel ak
1,###### aki3an rebi agma ouma3na essayé où moi asawidh une journée de ropos ; lkhedhma outhkefara
1,wali kecc nek Mazaliyi chouya 
1,Nekni mazalagh neqqar
1,Tfouk dounith c bon 😂🤣😂🤣😂🤣
1,Tanmirt awma amazigh
1,Jamais adilele yiwen am da lounes athirhem rebi
1,Akli dagui
1,######Thanmirthik Agma maylla ukhadim Dina adasagh
1,dakhdim nsent hhh
1,ah wé sahit dayen qevlann ad edoughh soufella n weghyoul 
1,i Se tezmirthim
1,Akem ihrez rebi
1,###### hhhh yak slalt ifassnim 😂
1,Hhhhhh tenghityi s tattaaaa wlh
1,Hh bsaah nki tora athedisparigh
1,Ahoudou Ahounou fellam a lbaraka 💚
1,Ton frère a raison.il faut avoir une forte personnalité machi win yeddan ysrukem
1,###### Ayeli nek uqbilegh ara mliiiiih😠😠
1,Allaaah ibareke ssethghezi l3emrim inchallah
1,Yelha d'ayen l3ali 
1,Akdinigh anfass iwul adyini Ithiqarhan la langue c'est pas un problème
1,Akyarhem rebbi a yizem
1,Meqqar d kech thehoussedh yisentagh Sahhhiiit ❤
1,ayghar maqimen ayghar
1,d anzas id yessawalen ! ad yesgunfu g talwit 
1,Yelha chghol agui
1,wissen la mode n les chaussettes i qarsen melmi adawed atas is3igh segssen 🤔🤔
1,Azul u u ljana Tuklalem akit Tanmirtik ass amegaz
1,Adhyahraz rabi les filles natmourthanagh
1,ihh akhater tfahmet
1,Yawedi kifkif mera ' inas yad s3igh la voiture atwalit
1,Arnoutt ttakhna ayahviv
1,Azul u lahna a waltma ulac fallas ass amervuh assa3di que de bonheur Nchallah😘
1,Ilaq assednaf tarba3t justement
1,Fellasen ya3fou yarhem inchallah
1,Wis km nagh kc amk aka itketved ✌
1,Yesfa wulik 
1,Athirhmrabi
1,ur zaredh ara leqima lehaja ama truhak ger ifasenik negh ama dh assema atethewayid ar wayed 
1,ar difak remdan
1,Thidak ayqaren non Inthaghd ayenn
1,Sthoughzi l3amrinas n'challah
1,Mektaghed jida😔 attirhem rebbi
1,Ivan tu as un grand coeur tu sais n'écoute personne de TT façon elghachi negh akken tkhedmedh Macha akken.
1,wa9ila ochefighara aneda
1,###### theqledh super fan 😂
1,###### Aywaaah achou thediyraaan
1,hhhhhh ma buniyi af ogheyol s3igj zhar Roh kan Ma netta adittazal nek athetava3a hhhhh
1,athaan youghaleed 
1,Snath snath
1,Des paroles en or. Athirhem rebbi inchallah
1,Ya3tik saha agmagh
1,A333aa . Arjou dhila3nayam lmouthe fihel. Chafou3am khdighe ida3wessou. Rosalia Ldh
1,###### Non machi d ville nak ahl qasar
1,assem chitoh 
1,Au moins kssem ijelabeni bachi atenaghem normal
1,###### oui mazel ou thwalagh ara meme pas ya lokan di lamnam
1,###### hahahah nek dhayen ferights
1,###### da khedam a mon frère
1,Adihthou rabi lkhalqisse
1,###### khem tabahant 😁
1,ayahviv garzanaghd 😂
1,Stheghzi elaamrikhe
1,u Win yetchan yerwa yekhda3 rebi mai adruhen ak
1,###### anda zrigh imsvriden izoufryin voisin 
1,miss temorth
1,aqlagh d la famille nsen uguin aghibergin mazal dgha avarani !!! 
1,Akchiche agui ihwadj a3iwen
1,Moqel wayedh
1,Ahya mis tmurtj skulink ljiran 😂
1,Adirhem rebi yuk wid yemouthen
1,Apres lemghrev s3igh cho mdnigh ulmk thorra😉
1,Mas Aselway s teghzi n tudert-ik
1,###### icheyaten st3erfen negh qimen kif kif. Il a met à genou toute une puissance coloniale. C'est suffisant
1,Vis pas dans le passé à niyya ayen i3edan ur ditoughal
1,###### hhhhh snn attetawi da3ervoun 😇
1,La mairie elqahwa sufla la mairie yavgha adighli 
1,Un combattant ntmazigt qui a donné tout sont temps a la revendications ntmazigt adyas wass amassa ara sy melmi aka Aya hviviw
1,Hhhhhhhhhhhhhhh thekkes akkin lehya
1,Aka ghas awid tayed
1,###### wellah gHas 😍😍😍
1,Ahhh i79a iihhh djedikh dhimigri
1,Atkhedmedh el fitna ya wesmek farghin chghel lokan atelrem atkhedmm akhirawen
1,Akka attire yufgen a yilef yeghlid f yejra n llefth yeterdhaq d arache clous
1,Ihi anechdah gnevdhou yagui ?
1,Sahit à thasekourth;amifk rebi el khir; tagwzi lamer
1,Si Mouh sefrah imanik ihi 😂 
1,###### yalha mlih oui anta thaghachth ithhamladh mlih
1,###### asye3fou rebbi inchallah
1,thessassayedh
1,mdrrr izmar daghen d wina allahou a3lam 
1,tes3amm anni un fille dina ghurwen😂
1,Terwi tebberwi yegguma ad d-yedher yixef-is
1,argaz d-wawal
1,Wlh c'est une triste réalité; mais on y peut rien c'est notre pays dhaya enas3aya dhaylanagh sanga thavgham anouh
1,Ya3ya elmoukh nagh
1,Akka akinine thebbah
1,Hhhhhhh tevda smata daghen walikan a dih ###### hhhh
1,Ma yevghaaa rebi anughal am la suisse ihi
1,###### Tigherassine pk toute cette honte achu idigren yemmas ici !
1,attsevredh chwiya negh adughaledh azekka !?
1,Mamazal thesamnem yesen nekini adefgag damnafag vive imazighan
1,Wali kan akiqar wagui mazal chuya adyafeg ! A nekni atetchedh adhitta3eguidh dhakhel ou3eboudh ik ! 
1,Tlezmagh tkufart ar da ternudh chuiiit ayli
1,Ihi themotham
1,athmathnik avant adharzenn remdhan 
1,aka lah ghaleb illaq lkhudma aki da profitie a mon frere nahwaj
1,Hacha dhithigi ightmekthin
1,Aya achehal jdr lekhafaf 😍
1,I3edjvak we9chich akii ya khouya
1,athay dighen qim ihi attvouredh
1,Ulac l'avenir di tmurt agui aken yevghu tedhra 
1,Azul fellewn a miss tmourtino
1,win yedren ad izer !
1,Aka melmi rziɣ lmuden aduɣalaɣ ad xedmaɣ un commentaire niḍen
1,###### Emmm nchlh imalaa attafet ahi mnhou attqsret
1,Atirham Rabbi iwas'ïts fallas. 
1,d weltmak nekini
1,Lah ibarek thagui dessah
1,Thagi d kem a ly 😂😂 khatar oussan agi aqlakem gravement grav ya3ni 🐸
1,Oui ! Gmam Pck il t'aime fayn igzaf ! Pck yougad f lavenir im ! Pck ma tkemled akka attruhed dakouli😙
1,Ahudu ahunu flm alvrka
1,😂😂😂😂 ahya lukan akyesel adyez3ef direct
1,Adhyarhame Rabi imezwora nagh
1,Wagiii ida spot ittanadigh achalaya aya ula kounwi aknharaz rebbi imi kounwi ida ttawin laqadhayan mes frères et tout les papa de monde 
1,AQYAK thepidhed imanik kchini barka thekfiten 👎👎👎👎
1,Thasnadh attghanidh 
1,A si3qa arebbi ula di remdhan ur thtetum ara tmeskhiir nwen
1,Arnoutt ttakhna ayahviv
1,Hhhh lah ibarek dayeni dlhijev itexdem nettet bazef felanagh techor ljanet 😂😂😂
1,Hoooo thanmirth pour la fleur et thagui dilkhatrim oula dkemini
1,Ncallah lɛid nwen tamecṭuḥt tamerbuḥt i yal yiwen d agi 
1,Azul ameqwran
1,Achout leqwada yaki
1,Touw3ar taki 😂
1,Ahlili...alward iragmith lahchich.....alhaznik ayul
1,Arnu yiweth tkouvirth khokhoch
1,Achu ized souksem i teqvaylith !
1,Roh inast face a face sur fcbk outettwalara
1,Ya3ya alhal
1,je tiens à remercier mon père mes frères qui ont prit en charge l'achat des aliments lqedhyan ainsi TT les hommes de cette page ama dhwin idiqdhan ama dhwin yechan sthezmarthenwen 😊
1,Yenayak matoub; wiguini tharam dhathmathen; mamazal thettamnem yissen; nek fghagh dhamnafak. Le temps lui as donné raison et vive ferhath
1,Il avait raison ghef rien de tt t'as raté ton examen 🤦🤦 ukan t'as vécu Ayn s3edegh atswisididh ihi🙄😎
1,tsyarham rabi nchallah
1,Atyahreze rabi. Temgarte alvaraka.
1,Thechor d les couleurs thagui ayahviv
1,merci wela kenwi ur thekhsm ara💚💛
1,Adifc Rabbi svar itwacholtis.
1,###### Amk za3maa iwach oufhimghara
1,Ayn athrajudh la prochaine fois iwasagi achu kitfen😒
1,Akka ivan attegarez themurth official
1,Ggal wallah 😕
1,Afud igarzen
1,Aken amiss netmourth
1,Ilha lawanagui
1,wagui d awal
1,Dhetviv poul mayla win ivghan ath'dhawighe+
1,###### athen awal ihamlagh hhhhh
1,Win ihemlen uy hedder ara uyettzuxu ara daghen
1,nighas tufidetid uyarna mitenid hemlaghten😂😂
1,###### awa azeka adrouhagh
1,###### zemredh att feth7edh à poulailler daxel u3eboudhik 😂
1,Attimghored attfehmed que rien ne merite de pleurnicher felas apart si ca concerne tes parents
1,Nchalah adafedh yeliss tfamilttt et tu t'en fou di les gens yetmeskhiren wikanaki karhen l3evd adyenja7
1,Oui ###### chacun pour soi le dieux pour tous coul yiwan akrouyis dhichachithis
1,Qimme ar thamayise otetadja Yara zere acho iteyoghen et Nchlh adafen thiferath agma
1,avriiidh si thadarth ouzefoun oussawoun 
1,afud igerzen thanmirt agma thanmirt
1,Tanmirt falake atas atas
1,Ahuddu Ahunnu fellawen ayizmawel 
1,Zik akhir
1,Amerzgiw 😍
1,Thalha thagui
1,kem igeketven akka 😂
1,Amekanim thi rrahmmass nchalhh
1,Akiherz rebbi yemmak ✌️
1,###### lol thes3id lehaq atha3zizth
1,Alf mabrouk flam awltma La3qouba ilbaklorya 
1,A kif-kif ak dyiwen ovehri yak hhhhh mais akarton wehdes akk 😂😂😂
1,efken fayen yetnug
1,Inayas our dedjan imezwoura Ayen ar ad nevder nekni
1,###### athtan tura thidak igh yarran bastos lieux touristique
1,ak tid khedhvagh
1,I wina achou akka la yxedem din 😂
1,Atekhdhem akham
1,Tagi d lεadda xeddmen-tt ar ass-a Yicawiyen tcudd ɣer ugellid n Yimaziɣen Aksil asmi i t-dullen Waεraben sdat n ugdud-is ad iqeddem asfel ad yezlu ikerri i yimḍebber n lεesker Aεrab sakin yezla-as ikerri meεna i ddem-d idammen iḥucc yis-sen tamert( am tgallit n temɣarin) anamek-is igul deg-s ad d-yerr ttar; d ayen-nni i yeḍran yenɣa-t ɣer taggara.
1,I win yejjane yiwet thamlit seggul ameuk?!!
1,Hhhh nek lokan adkechma ar dina ivan adarza seqef nii 😂😂
1,Hhhhhh wlh d yelis n lher ttafahelith
1,wlh araken
1,wlh tas3id lhak atha win tara titulaire ✈️
1,ukan istnidh gudmis machi khir 
1,Akiherz rebbi iyemakk attviv negh apilote uzeka
1,ayen ikidjan djitt okhlas
1,Ferhan ye3dawen adifek rebi igugeran aya attwelim ach-hal iswan ideman agi yuzlan ghaf teqvaylit
1,Tu c ! Moi aussi j été comme toi wlh. Asma atez3ef Yemma . tekfa feli dunith. Nagh adihelek kash yiwn g kham as teqlqa ..... Anchetha c nrml psk ne hemel la famille nagh ... Mais maintenant je suis plus comme avant du coup oughala barrd legeleb . ou anchetki machii d NK itikhetiren . d lewaqeth . avec le temps leghachi tevedilen ... Même kem atevedeled atughaled atenedmed imi tevedled donc je te conseil qim akn telidh . fais ce que te veux ... Ta famille tes3id lehaq atekhememed fellasen . ne pense pas bcp . et surtout profite de ta vie voilà
1,ayh sarhad iwltmak gar yargazzan wa atrajot lkhir wlh alyss3a lha9 dhargaz 
1,Yal yiwen issen imanis
1,Moi aussi t3ajviyi
1,I ouui tagi d dunit
1,ayat lhif xas cfut 
1,Nedmagh mimdekhdamgh a commentaire la dernière fois 😒😒
1,Hhhh voila seta3lmass tirugzaa chwia ayahviv
1,yofa wchavcha9 tadimthis
1,ay at lhif xas cfut h
1,.. Yar dounith
1,dagui kan at zred beli n doulaghe ekarek matoub gawaliss ma tferhem yeedwen farhaghe ma temoughavnem heznaghe yewen wakez eghe youtten
1,Yeččaf yara adhar
1,Saramaɣak tuɣzi n itudartik
1,ur hamleɣ gma ur hamlaɣ win ara ṭiwṭen
1,Akhir dervah ass amarvoh
1,Yalha wawal thayaki ikhikhosaan allah allah a dounith
1,Hhhhhhhhh la meilleure UK taki yerna imetti anagh awerdi therwit
1,Adeddugh
1,Mdrr thenghayanagh s la coupe n pnl ! Mais ths3a lhaq 🙂
1,dhafroul lahi barek
1,Athan khedmen fellam asefru a fadhmouch
1,###### ifiss ; ave9o9 ; tronya
1,Dagur abizoughk 😘
1,Mdrr kach ma tkmladht akni adhmthant yak😂😂
1,Akam d akham-is ansuf yes alweqth
1,A bezaf a thinath 3inani ahhh th margedhtt akkya 
1,###### ivan is3ara swach asidyagh a cadeau 😂
1,Stezmarth nsen ayen tqimedt kech ilaz dgha ilaq at obligidt les autres aduzamen.
1,nn wlh yarwa lhif demis newmdjahed yarna neghanas mis wenfant sithmorth on rien reçu dithmorthagi ayahviviw safi amek isyna matoub dewas anchareg thamorth anvrez thoura
1,Hhhhhhh nighakent aghdharqen aseggas aki
1,merci bouqu pour les fleurs thanmerth felam
1,Mabrouk fellem akmisiwtarbi aghwayen ithtmanit
1,Ola Del khir thogim athnkhdem
1,Il faut continuer Ur thezridh achu kmittradjun n wayen ilhan peut être cette fois adawidh
1,Le savoir n'a jamais des limites mahwayas ats3edit 10 fois lmohim itagara atidawidh bn courage
1,tanemmirt n ţmeniyam tammusni muqrren
1,Tu as deux choix devant toi Soi as tiniidh dayen negh us teqqaredh ara Et nekk je dirais que c mieux limmer as tiniidh dayen negh us teqqaredh ara 😊😊
1,###### mdr adyqim ala hadadou adeydawar wahdes g department 😂😂😂
1,Azul u lahna ass amervuh nchallah
1,Achou adnini yelwa athi3in rabbi dhi chaghlis
1,A se3qqa ivaan la publication agii d tmesxiir kan ayetmesxiiir hbibnaa agii negh alaa !!! Tew3eer yakk a ce point ?!!
1,قلبي الصغير لا يتحمل 🤧😿amuli ameggaz i thefruxth ik
1,Wagi youzame hhhh
1,Win d ad yughalen gher tmurt is ad as nini ansuf yissek gher tmurt ik
1,Thamlhane kmousse
1,Dettewhid agad rebbi
1,Khas aken outwalaghara mais thadjviyi ouladhnek 
1,Thchavhadh mliiiih mlih
1,Mliiiiiiiiiiiiiiiiiiiihhh a yabahan.
1,Azenz ivoque ni idrimen ni aghed syasen lmoukh ahrech a mimi yak et balak magazmedh avrid wali gauche droite 
1,Un peux breun mosqidvagh ara ghright anda nidhen
1,hhhhhhh tisghra mlih
1,###### Nigham ayettru hhhh
1,Adawim lhouria mayvgha rebbi
1,Azul dervah athiziri nesvah
1,Dayagi ivɣiɣ adiniɣ
1,yakh osangi yqarak aks drapou imaziyghn amk aka ihi isour yids
1,etkech khas azed ayuffir ourdigri oughebar s allen 
1,Thanmirthik agma
1,apres i yemmas d achu i ktekhdeem
1,Dawal l3ali
1,A9laghe nat3asa nchalah ul d la kabyli atoghal am la Catalogne
1,oula i remdan outheslikmara
1,Waggi id zman vou t loufa aken t xedmeth dha 3ewiq 
1,ma ghelined seg genni daghen aken akhir 🤣🤣🤣
1,ghadhantiyi 😣
1,Arwaboudh ikniwath lazz machi sakarou
1,yiweth tikelt akken thadade yiweth tsamayiss ivgha adhidhemar el hidh si khelgha ###### hhhhhh netsa yezra
1,win ittqesiren toughmest
1,Rohnagh yargazen ur nouklal
1,idhelli wakil mchi assa
1,Azul ayabahane
1,Lukan istanid aka drct sûdem is machi akhir n daki 
1,Même nek khadmagh atas lehwayej d dunithiw mai jamai comentighad astaravth 😆 ...
1,Ur degri ara yhaja qarnas l'amour ar yequm agi uyach win akifahmen😦😦
1,###### win dyossen adhiwaqt ;)
1,Thanemirth athasseda
1,NN ilha iwin iss3an lhab gouthemis ithakas surtout mala idiks ihma
1,Iw3ar lhal makivriken wussan kecc urts3idh anwa akijen n'agh attjedh amzun gvahri nsmayem idedidh😂
1,Gassmi idtakhera ilakoul oughrighra achtagui taravthe. 
1,Akeni atezwedjjjjj khorafatt hh
1,Sekra bin yejan yiweth thehamliith segoulis ar divriken woussanis....👌
1,ihdar ula dnata g tikli ima3dar
1,Hhhh achoth wayi
1,akken isenagh isemiw akka Ayen ya3nan thaqvaylith ama Di les traditions ama d tasekla ama d isefra akka
1,Yetvaned venin 😋😋
1,Dh jeddi fellas ya3fou rebbi itt yekriyin yeqsith wezrem ijerhed yengha azrem nni si reffi3 nchama. Akhater Da tireur d'élite après yeksed chwith lehchich un peut partout idewa imanis yehla syenna yekriyid la pharmacie ikhedmas azrem comme hommage a lui akhater loukan machi dh netta outtithelara
1,Aka ayghar anengar ouk
1,Azul athamazighth
1,Akmiherz rebbi nchalah
1,On ferme pas nos yeux cheg3as une lettre ar la poste ayahviv akka nokni tura akka anal3av nagh an9achem 😁
1,imi damaziɣ ayeɣer s trumit itiduriḍ
1,Laqvayl garssan ichmchan
1,Inchlh siwa lkhir
1,athttan d3awi yelhan
1,Tilawin tassment garassent grave
1,Math thenwidh yiwet roh i nass i yemakk atroh akid khedhev negh aked hewas yiweth machi i fb sewacho atzewjedh
1,AHKIR oulahena
1,###### asma kidcontacti iniyid adeksagh aghvel
1,awaah iw3ar chughal agi
1,wa εomar niɣak qim g uxam attesxulεaḍ lɣachi
1,Yamrinouu💓💓oui bien sûr kunwi idsah achu yijan
1,Wahedh 20ans ayagui idenan aka
1,Athirhame rabi anchalahe adyazane rabi asevare athewachoulthe adlahvave alvaraka il3amore anwane
1,Afus ur tezmired atkarced; sudnit 
1,l ass-mi ara ddawi-m timunent agi ass-en adazlen idamen nwen .alxaṭeṛ kwenwi tebɣam ateṣarwum laẓ i la kabylie lḥaṣun azell-et akken i wenyiha ala lɛaṛ u neqebbel ara i la kabylie n ɛuhdikwen ar tkaṛhem ul-a d ass ni ddlulem.lḥasun aqlaɣ la kwentṛaju tililit ar tidet ok
1,a Aqlagh nett3ssak a mass Farhat Di thessedawith n vgayet .
1,Ayen kherti zemren ikoulchi
1,A yemma thahninthiw dhachu ig terru il weqtha
1,Ayen zemregh ad d-inigh ghef yrgaz-a; atas i yettwadlem; yefka yakk tazmert-is d wakud-is i umennugh ghef tugdut d tmagit tamazight; imi nekkni s Leqbayel ntettu akken i d-yenna Lounis Ait Menguellet; nettu izem yerzan wagi. Tudert ghezzifen ay argaz abghas
1,Yellis. Thadarth
1,Awah xedhigh nekk ur ruhagh akk ar département gestion yaaaa 😂😂😂
1,Svah lhkir darvah
1,Dhamelehane lah ibarek
1,3dzagh adeghragh 😏
1,daçu igexdem iyhamou dh ramdhan !
1,Amdyefk rebi svar wa inch'Allah amdyefthah thiboura nelkhir dharvah fellam
1,Sa9essi arrache ameddinine
1,achoo m3nays dimekhli otfhimghra
1,L mak us3inara abrid isfan
1,Taghawsa igarzen c le moment tanmirt anwen ayatmaten akud igarzen vive la république de kabylie
1,Yiwdhed zhir ghar-thoudrin nagh ..oula darach imejtah atsseyfem fellasen adozamen ; 
1,Azul seggul seggul stayri; tt-manighak thagh-zi la3mar uk-dhessahagh nat-zemurth; mess farhat Mehenni
1,Ukan att ṭayitteth ad sufghedh la famille n les couples 😂😂😂
1,Bonne appétit les petits; mangez bien c'est bon pour votre santé et surtout n'arrêter surtout pas de manger...S TEZMERT NWEN A YIZMAWEN
1,Genre de proverbes que je déteste et qui encouragent l'injustice et la corruption sont #ur hemlagh agma ur hemlagh wa yewthen
1,Thagui d de3wessou n teqchichth nni ifi thess3eddadh lweqth voilà aqlak thesledh bien comme il le faut
1,Ayen itswafren itsfuhu;irreku;itsadjad lahlak.
1,bravo anzux yissem
1,Bien dit ! A wlh akka ithella ihi awar hemlenagh uk Barka nukni tt3en wulawen negh i meden marra 😢 D awal l3ali
1,Wellah ar aken; wissen kan anta fatima agi hhhhh
1,Zik asiqar thkalkhiyi chahrayen la thetmaskhir Thura .........
1,Bravo a tamaziɣt taḥṛuṛt
1,Shadhar imanim
1,###### egal wallah amek ay3ich yedes otihmilara yes3a el-haq atefhem imanis ayhouuuuh
1,Azul les réactions et les sentiments qu on partage ssemi fihil imi tanemirt
1,win yevghan taqvaylith adyissin anamek tiras
1,Wlh ar telha tagi; ihi alahsavik même lufan Di duh adyuzum !!!
1,Amekfoul
1,Lekhliqa w khelaq thiyitha our thlaq
1,######  achou idyena lahlal nni 😂😂😂
1,Taqvaylit tezwar kolçi
1,y'a rebbi machi ttiyitha mais wlh ça m'a fait rire
1,Courage❤❤akem i3awen rebbi nchallah🤲
1,Bien sûr ayizam
1,Thagour yernou desah a mimi
1,mdrrr koul yiwen asshwiss ayén ithikhossén
1,tagi timsa3reqt 😂d acut d acut !!
1,Man ifik ki cheghol super man nagh amk
1,Akhir darvah ass amarvoh nch allah 
1,Tanmirth tura ididekwel said sadi. Uqbel ayen igessussem?. Udaghen oui il fait partie du système fkanass ixamen g alger is3a les appartements en France ula dnetta icha. Tanmirth imi dedam fellas.
1,oughaled as l3idh nshallah.wlachitt thoura
1,Acho yadran
1,Mis n wedrar ahrur
1,azighen thesse3a aregaz
1,Iwidak tetava3em defir wisan dachou ikhedmen toura🤣
1,tadut mellulen lukan d izmawen matchi dulli ittisvurren; qlil win arayarssen avarnus; ihi akken.
1,Intagh wa anamen thoura ;ula dh ben bella assi9ar nek dhamazigh; adhrar n jarjar yecfa af assmi isyena ism b 9vayli ur-thejigh ru ayul 
1,Machi ama s l spott tezridh belii nettmeni am akk ayn iyhan tezridh beli ukemnettu ara tezridh belii nhemyikm mammooor machi d l spot i d dsah abb dcr ayamrinou❤
1,ivan iwdharghal
1,Oughald apré lfthor akn akm ifham
1,Asinigh la3nayam contactith😂
1,snath yes3igh di tlatha aken inedoukoul🎤🎺🎶 ma 3alaqach ak le sujet ouqsighd kan dghanigh
1,thanmirth samhiyi agma hacha wallah seniyaw ghilagh dhissam natmetouth samhiyi la3nayak agma
1,hhhhhhhh awah widhak idighlin dgeg gani
1,Nukni s laqayel nekrah leslah ennagh .nekrah win ighdiseksen iselfan .siwa l mak issifrat .mai mazaaal ara dnaki nettes
1,Dachu ithenam ad coupigh jeddis negh adkemlagh avridh iw
1,Azul a yagour
1,na3ya deg vettu sxilwet
1,Azul flawan tanmirt anwan
1,Mathotitse zatheme arnouyasse
1,######Rnigh la3cha9 n #toullass 
1,Tlaqam chuiya n zlabia même kemini 🙏
1,###### maqey zigh ithmelhat agui lol
1,ah dagi yaghledh hhh yekhdha😄
1,Akken thevghidh akhuya asenagh la3wayediw 
1,Ourivan dhamerguez; ourivan dh abourak; ourivan dhayn nidhen
1,Hhh si adawigh la loterie yiwen ur thetawigh 😂😂😂
1,Wellah c la première fois awaligh chghel agui.aghdihdhou rabbi.
1,pk les critiques occupe toi de t'es affaires allah ghalav ahith elle est malade nagh kra ouzridh maker sousem outawiwera dnouv
1,Thora adeharsagh imaniw arma zrigh c est qui aygher ya3ni aygher😒
1,Assmi ighssgharayen Taghllullith!!
1,Ula d nek nighakd thahkayeth agi zemragh akttidahkugh d a jus qu'à z
1,3aaaqqq jamais walagh l3efsa yag
1,Achu asedh7idh Nchalah advan di lehna Juste nighd achu yelan avec les cas akini à 90%
1,Hqar aqechad akya3mu......arju thura anervah le match nni apres anwayi Usma..... ! Nehqar Belabbas threvhagh
1,Gal heqrebbi mdr takhrik itayri awlidi nagh dhiymagh akhayi
1,Yi lis tfamilt
1,Tessma mazal outeche3ifedh araa
1,thimounante
1,AROH AYLI ATFETHLED SEKSO NEGH ATSOGED CHERVA ROOOOH
1,Ulac Smah Ulac Ilaq ad ttwahesben akk
1,Atamghat celax afzimim mebla ma nehkad tiqsidhin IK dina
1,Yas3a lhaq
1,Achoughar ouyhadrara thouthlaythis 
1,Tezram belli thin ikhedmen le film agi si sidi aiche ? Ayen inedj7en di ldzair agi zer belli daqvayli igellan defires 
1,Akyerhem rebi a gma massinisa amkanik di ldjenet inchallah. Adyazen arebi sevar uymawlan-ik akwd d laqbayel en général. Paix à ton âme.
1,Hhhhhhhh ttismin akn igat tulas mdr
1,Za3ma Aqlak aghid sfaqayedh soit disant yakhi
1,Aha kan zigh
1,thekfidh si donith aqelagh akk aken mdr
1,Aras takmamth
1,Azul arvhiw c'est quoi cette absence khier nchallah
1,Hhhh wlhh m w3ighass i wawalll athann oui llahh yehdinaa
